requirement_en,entry,read,write,exit,cfp,interaction,communication,process,microm
The sales agent selects a payment option.,1,0,0,0,1,1,0,0,1
"The system completes the payment by executing use case Charge Customer or Bill Customer The system stores the order information, decreases the quantity on hand for the product, sends the order details to Shipping. The system displays a order completion message and sends a receipt to the customer.",0,0,2,1,3,1,1,0,2
"If the quantity on hand is not sufficient for this order, a message is sent to the sales agent and the use case is canceled al changes are reverted.",0,0,1,1,2,1,1,0,2
"User selects ""Credit Card"" as a payment option, while in use case 5 . The system requests the credit card number, type and expiration date. The user enters the information.",1,0,0,0,1,1,0,0,1
"The system verifies that the credit card is valid for the amount to be charged and completes the credit card transaction. If the credit card cannot be validated the use case ends, returning a failure message",0,0,0,1,1,1,1,1,3
The system stores the payment details and returns a success message,0,0,1,0,1,0,1,0,1
"User selects ""Bill me"" as a payment option, while in use case Place Order. The system requests the billing address. The user enters the billing address.",1,0,0,0,1,1,0,0,1
The system stores the payment details.,0,0,1,0,1,0,1,0,1
Customer asks for assistance.,1,0,0,0,1,1,0,0,1
"The system displays all product lines, and provides space for the customer to type a (optional) question.",0,1,0,1,2,1,1,0,2
"The customer selects the product line(s) he is interested in and may enter a question. The system asks for a name, email address and zip code. The customer enters name, email address and zip code.",1,0,0,0,1,1,0,0,1
The system selects a sales agent based on the customer's location and product lines selected in step 2. The system displays message informing the customer of which agent will be in contact. The system sends the request information to the selected sales agent.,0,0,0,1,1,1,0,1,2
It stores the request information for registered customers.,0,0,1,0,1,0,1,0,1
Open add scholarship application page. Choose scholarship type. Enter personal full information. Enter student academic information. Click add button.,1,0,0,0,1,1,0,0,1
Open report page. User choose filter.,1,0,0,0,1,1,0,0,1
System shall display report data. User can export report as pdf or excel sheet. User can print report. User can save report.,0,1,0,1,2,1,1,0,2
Enter your user ID. Enter your password. Check or uncheck remember me. Click login button,1,0,0,0,1,1,0,0,1
"If user access is denied since user is blocked, Error message is shown. Otherwise system shows the homepage.",0,1,0,1,2,1,1,1,3
Actor click logout button.,1,0,0,0,1,1,0,0,1
System logs out the user.,0,0,0,1,1,1,0,0,1
User open change password page. Enter old password. Enter new password. Enter confirm new password. Click change password button.,1,0,0,0,1,1,0,0,1
If change password process is failed since new password does not match with confirm new password. Error message is shown by the system to the user.,0,1,0,1,2,1,1,1,3
Click recover password page. Enter email of user.,1,0,0,0,1,1,0,0,1
System should send verification code or link to specific email.,0,0,1,1,2,1,1,1,3
Enter recover password verification code which send to email.,1,0,0,0,1,1,0,0,1
System will redirect to set new password page.,0,0,0,1,1,1,0,0,1
User enter new password. Enter confirm new password. Click change password button.,1,0,0,0,1,1,0,0,1
Open Profile page. Enter new full name or email or phone or mobile or mobile2. User can upload profile image. Click edit button.,1,0,0,0,1,1,0,0,1
System saved profile changes,0,0,1,0,1,0,1,0,1
"System displayed notification with the following data, Notification Text.",0,1,0,1,2,1,1,0,2
"When user click on notification text, System redirect to notification URL page.",1,0,0,0,1,1,0,0,1
"System displayed latest notifications count. System displayed list of latest notification 
with the following data. System mark seen and unseen notifications with different color 
or signs.",0,1,0,1,2,1,1,0,2
"When user click on notification text, System redirect to notification URL page. 
User can display all notification from “All Notification” button",1,0,0,0,1,1,0,0,1
Click “All Notification” button.,1,0,0,0,1,1,0,0,1
"System displayed list of latest notification with the 
following data. User can filter list by sender. System mark seen and unseen notifications 
with different color or signs.",0,1,0,1,2,1,1,0,2
Select Notifications. Click delete button. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
All selected notifications have been deleted.,0,0,1,0,1,0,0,0,0
"Open add message page. User select receiver username (multi select, auto complete). 
User Enter message title. User Enter message body. User upload attachments. Click Add 
button.",1,0,0,0,1,1,0,0,1
System saves message and send it to receiver,0,0,1,1,2,1,1,0,2
Open received message page.,1,0,0,0,1,1,0,0,1
"System displayed sent messages with the following data. 
System mark reed message with different color or sign. User can filter list by receiver. 
User can search list, Search will be on receiver name, message title and body.",0,1,0,1,2,1,1,0,2
Open sent message or received message page. Click on message title.,1,0,0,0,1,1,0,0,1
"System shall open message details page. Message details page contains all message information, replies and attachments.",0,1,0,1,2,1,1,0,2
Open message details page. Click reply button.,1,0,0,0,1,1,0,0,1
System redirect to add new message with the message data saved and added to new message. New message receiver would be the sender of the first message. New message title would be “Reply to:” + the title of the first message.,0,0,0,0,0,1,0,0,1
Reply messaged is saved and sent to receiver,0,0,1,1,2,1,1,0,2
Open message details page. Click forward button.,1,0,0,0,1,1,0,0,1
System redirect to add new message with the message body added to new message. Select message receiver.,1,0,0,0,1,0,0,0,0
Forward message is saved and forwarded,0,0,1,1,2,1,1,0,2
Display all messages.,0,1,0,1,2,1,1,0,2
Click delete button for specific message. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Message has been deleted.,0,0,1,0,1,0,1,0,1
Open sent message or received message page. Click on flag icon.,1,0,0,0,1,1,0,0,1
Flag added to message.,0,0,1,0,1,0,1,0,1
Open calendar page.,1,0,0,0,1,1,0,0,1
MIS system shall display calendar and events. Calendar default day is today.,0,1,0,0,1,1,0,0,1
Open calendar page. Click add new button. Enter calendar name. Click add button.,1,0,0,0,1,1,0,0,1
New calendar is added,0,0,1,0,1,0,1,0,1
Open calendar page. Click add new event button. Enter event information. Click add button.,1,0,0,0,1,1,0,0,1
New event has been added.,0,0,1,0,1,0,1,0,1
Open calendar page. Click on event name or edit button for specific event. System open event edit page. User can edit event information. Click Save button.,1,0,0,0,1,1,0,0,1
Existing event editted,0,0,1,0,1,0,1,0,1
Display user calendar. Click delete button for specific event. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Event has been deleted.,0,0,1,0,1,0,1,0,1
Display all calendars. Click delete button for specific calendar. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Calendar has been deleted. System notify users shared calendar with.,0,0,1,1,2,1,1,0,2
Display all calendars.,0,1,0,1,2,1,1,0,2
Click share button for specific calendar. Select users to share with. Click Ok button.,1,0,0,0,1,1,0,0,1
Calendar has been shared. System notify users shared calendar with.,0,1,0,1,2,1,1,0,2
Open add user page. Enter user information. Enter username. Enter user password. Confirm user password. Click Add button.,1,0,0,0,1,1,0,0,1
Open Display users page. System shall display users’ basic information.,0,1,0,1,2,1,1,0,2
Open display users page. Click on user name or details button.,1,0,0,0,1,1,0,0,1
System open user details page.,0,1,0,1,2,1,1,0,2
Display all users.,0,1,0,1,2,1,1,0,2
Click edit button for specific user.,1,0,0,0,1,1,0,0,1
System open user edit page. User can edit user information. Click Save button.,1,0,1,0,2,1,0,0,1
User changed are saved,0,0,1,0,1,0,1,0,1
Click set password button for specific user.,1,0,0,0,1,1,0,0,1
System open set password page. User enter new password. User confirm new password. Click Save button.,1,0,0,0,1,1,0,0,1
New password of user is saved,0,0,1,0,1,0,1,0,1
Click manage permission button for specific user.,1,0,0,0,1,1,0,0,1
System open manage user permission page. Actor can change user role. User can check or uncheck permissions. Click Save button.,1,0,0,0,1,1,0,0,1
User permissions change is saved,0,0,1,0,1,0,1,0,1
Click view logs button for specific user.,1,0,0,0,1,1,0,0,1
System open user log page. System view last actions done by user.,0,1,0,1,2,1,1,0,2
Click block button for specific user. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
"User has been blocked and has no access to system. If user already logged in, system shall log out the user from system.",0,0,1,1,2,1,1,0,2
Open add role page. Enter role name. Select role permissions. Click Add button.,1,0,0,0,1,1,0,0,1
New role is saved in the system.,0,0,1,0,1,0,1,0,1
Open display roles page.,1,0,0,0,1,1,0,0,1
System shall display role name and number of users assign to.,0,1,0,1,2,1,1,0,2
Open display roles page. Click on display user button.,1,0,0,0,1,1,0,0,1
System open role users page. User can add or delete users to a role.,0,1,0,1,2,1,1,0,2
Display all roles.,0,1,0,1,2,1,1,0,2
Click delete button for specific role. Confirm message is shown. Click Ok button.,1,0,0,0,1,0,0,0,0
"Role has been deleted. System update user permission based on deleted role. Users have only the deleted role, their role replaced with the default role (user).",0,0,1,1,2,0,0,0,0
System open manage user permission page.,0,1,0,1,2,1,1,0,2
User can check or uncheck permissions. Click Save button.,1,0,0,0,1,1,0,0,1
System will update users' permissions in this role according to updating permissions.,0,1,0,1,2,1,1,0,2
"Open general settings page.  Actor can edit, - System Name
- System logo
- Max file Size (KB)
- Minimum GPA for each college Category
- Remaining hours for graduation. 
Click Save button.",1,0,0,0,1,1,0,0,1
Settings changes saved,0,0,1,0,1,0,1,0,1
Open add contact page. Enter contact information. User can add other dynamic data to contact information. Click Add button.,1,0,0,0,1,1,0,0,1
New contact added,0,0,1,0,1,0,1,0,1
Open display contacts page.,1,0,0,0,1,0,0,0,0
System shall display contacts basic information.,0,1,0,1,2,1,1,0,2
Click on contact name or details button.,1,0,0,0,1,1,0,0,1
System open contact details page. System shall view all contact information. System shall view training and activities where contact participate.,0,1,0,1,2,1,1,0,2
Display all contacts.,0,1,0,1,2,1,1,0,2
Click edit button for specific contact.,1,0,0,0,1,1,0,0,1
System open contact edit page.,0,1,0,1,2,1,1,0,2
User can edit contact information. Click Save button.,1,0,0,0,1,1,0,0,1
Concat edited information saved,0,0,1,0,1,0,1,0,1
Click delete button for specific contact. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Contact has been deleted. Contact would not delete from training and activities he participated in. Contact would not show in contact list and cannot participate in any new training or activities.,0,0,1,1,2,1,1,1,3
"Open SMS settings page. Actor can add and edit, Username (Required)
- Password (Required)
- Sender Name (Required)
- Username Parameter
- Password Parameter
- Username Balance Parameter
- Password Balance Parameter
- Sender Parameter
- Message Parameter
- Mobile Parameter
- Type Parameter.
Click Save button. Users can send SMS to students.",1,0,0,0,1,1,0,0,1
SMS settings changes saved,0,0,1,0,1,0,1,0,1
Open add SMS template page. Enter template title. Enter template text. Click Add button.,1,0,0,0,1,1,0,0,1
New SMS template is saved,0,0,1,0,1,0,1,0,1
Open Display SMS Templates page.,1,0,0,0,1,1,0,0,1
System shall display SMS Template basic information.,0,1,0,1,2,1,1,0,2
Click edit button for specific SMS template.,1,0,0,0,1,1,0,0,1
System open SMS template edit page.,0,1,0,1,2,1,1,0,2
User can edit SMS template title or text. Click Save button.,1,0,0,0,1,1,0,0,1
SMS template changes saved,0,0,1,0,1,0,1,0,1
Click delete button for specific SMS Template. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
SMS Template has been deleted.,0,0,1,0,1,0,1,0,1
Open Display SMS Logs page.,1,0,0,0,1,1,0,0,1
System shall display SMS Logs. System shall display all SMS log for user admin. System shall display SMS log for component that logged in user belong to.,0,1,0,0,1,1,1,0,2
Open add constant page. Enter Constant Name. Enter Constant English Name. Enter Constant Type. Enter Constant Description. Click Add button.,1,0,0,0,1,1,0,0,1
New constant has been added,0,0,1,0,1,0,1,0,1
Open display constants page.,1,0,0,0,1,0,0,0,0
System shall display constant basic information.,0,1,0,0,1,1,1,0,2
System open constant edit page. User can edit constant information. Click Save button.,1,0,0,0,1,1,0,0,1
Constant edits has been saved,0,0,1,0,1,0,1,0,1
Click delete button for specific constant. Confirm message is shown. Click Ok button.,1,0,0,0,1,0,0,0,0
Constant has been deleted.,0,0,1,0,1,0,1,0,1
Open add address page. Enter address Name. Enter address English Name. Select address type. Click Add button.,1,0,0,0,1,1,0,0,1
New address has been added,0,0,1,0,1,0,1,0,1
Open Display addresses page.,1,0,0,0,1,1,0,0,1
System shall display address basic information.,0,1,0,1,2,1,1,0,2
Click edit button for specific address.,1,0,0,0,1,1,0,0,1
System open address edit page.,0,1,0,1,2,1,1,0,2
User can edit address information. Click Save button.,1,0,0,0,1,1,0,0,1
Address changes saved,0,0,1,0,1,0,1,0,1
Click delete button for specific address. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Address has been deleted.,0,0,1,0,1,0,1,0,1
"Open add academic year page. Enter academic year information, Academic year, Notes, is Current year. Click Add button.",1,0,0,0,1,1,0,0,1
New academic year page has been added,0,0,1,0,1,0,1,0,1
Open Display academic years page.,1,0,0,0,1,1,0,0,1
System shall display academic year full information.,0,1,0,1,2,1,1,0,2
Click edit button for specific academic year.,1,0,0,0,1,1,0,0,1
System open academic year edit page.,0,1,0,1,2,1,1,0,2
User can edit academic year. Click Save button.,1,0,0,0,1,1,0,0,1
Academic year page changes has been saved,0,0,1,0,1,0,1,0,1
Click delete button for specific academic year. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
"Academic year has been deleted. error message shown Academic year cannot be deleted, because there is data related to it.",0,0,1,1,2,1,1,1,3
"Open add universities and branches page. Enter university information, University Name, University English Name, Region. Click Add button.",1,0,0,0,1,1,0,0,1
University has been added.,0,0,1,0,1,0,1,0,1
Open display universities and branches page.,1,0,0,0,1,1,0,0,1
System shall display universities and branches basic information.,0,1,0,1,2,1,1,0,2
User click on university name.,1,0,0,0,1,1,0,0,1
System shall display list of university branches.,0,1,0,1,2,1,1,0,2
System shall display list of university colleges.,0,1,0,1,2,1,1,0,2
User click on college name.,1,0,0,0,1,1,0,0,1
System shall display list of college Specializations.,0,1,0,1,2,1,1,0,1
"Open display universities and branches page. Click on add branch button for specific university
""Enter branch data, branch Name
- branch English Name
- Region""
Click add button.",1,0,0,0,1,1,0,0,1
New branch has been added to university.,0,0,1,0,1,0,1,0,1
"Open display universities and branches page. Click on add college button for specific university. ""Enter college data, College Name
- College English Name
- Category
- Extra Fees""
Click add button.",1,0,0,0,1,1,0,0,1
New college has been added to university.,0,0,0,0,0,0,1,0,1
"Click on add specializations button for specific college. ""Enter specializations data, Name
- English Name""
Click add button.",1,0,0,0,1,1,0,0,1
New specialization has been added to college.,0,0,1,0,1,0,1,0,1
Display all universities and branches.,0,1,0,1,2,0,0,0,0
Click edit button for specific university.,1,0,0,0,1,1,0,0,1
System open universities and branches edit page.,0,1,0,1,2,0,0,0,0
User can edit university name and region. Click Save button.,1,0,0,0,1,1,0,0,1
University name and region changes saved.,0,0,1,0,1,0,1,0,1
Click edit button for specific branch.,1,0,0,0,1,0,0,0,0
System open branch edit page.,0,1,0,1,2,1,1,0,2
User can edit branch name and region. Click Save button.,1,0,0,0,1,1,0,0,1
Branch changes are saved,0,0,1,0,1,0,1,0,1
Click edit button for specific college.,1,0,0,0,1,1,0,0,1
System open college edit page.,0,1,0,1,2,1,1,0,2
"User can edit college name, category and extra fees. Click Save button.",1,0,0,0,1,1,0,0,1
College changes are saved,0,0,1,0,1,1,1,0,2
System shall display list of college specializations.,0,1,0,1,2,1,1,0,2
Click edit button for specific specialization.,1,0,0,0,1,1,0,0,1
System open specialization edit page.,0,1,0,1,2,1,1,0,2
User can edit specialization name. Click Save button.,1,0,0,0,1,0,0,0,0
Specialization changes are saved,0,0,1,0,1,0,1,0,1
Click delete button for specific university. Confirm message is shown. Click Ok button.,1,0,0,0,1,0,0,0,0
"University has been deleted.  error message shown university cannot be deleted, because there is data related to it.",0,0,1,1,2,1,1,1,3
Click delete button for specific branch. Confirm message is shown. Click Ok button.,1,0,0,0,1,0,0,0,0
"Branch has been deleted. error message shown branch cannot be deleted, because there is data related to it.",0,0,1,1,2,1,1,1,3
Click delete button for specific college. Confirm message is shown. Click Ok button.,0,0,0,0,0,1,0,0,1
"College has been deleted. error message shown college cannot be deleted, because there is data related to it.",0,0,1,1,2,1,1,1,3
Click delete button for specific specialization. Confirm message is shown. Click Ok button.,1,0,0,0,1,0,0,0,0
"Specialization has been deleted. error message shown specialization cannot be deleted, because there is data related to it.",0,0,1,1,2,1,1,1,3
Open Display transportation matrix page.,1,0,0,0,1,1,0,0,1
System shall display transportation matrix. System shall display transportation cost from Student Region and Branch Region.,0,1,0,1,2,1,1,0,2
Click edit button for specific transportation cost.,1,0,0,0,1,1,0,0,1
System open transportation edit page.,0,1,0,1,2,1,1,0,2
User can edit transportation matrix cost. Click Save button.,1,0,0,0,1,1,0,0,1
Transportation matrix cost is saved,0,0,1,0,1,0,1,0,1
Open display transportation matrix page. Click copy transportation matrix button.,1,0,0,0,1,1,0,0,1
Cop transportation matrix page opened,0,0,0,1,1,1,0,0,1
User select source year and semester. User select destination year and semester. Click Save button to save transportation.,1,0,0,0,1,1,0,0,1
all transportation cost copied from source semester to destination one.,0,1,1,1,3,1,2,0,3
"Open add stationary cost page. ""Enter stationary cost information, Academic Year
- Semester
- University
- College
- Amount
- Ex-Rate to USD""
Click Add button.",1,0,0,0,1,1,0,0,1
New stationary cost page is added,0,0,1,0,1,0,1,0,1
Open display stationary cost page.,1,0,0,0,1,1,0,0,1
"System shall display stationary cost basic information, - Academic Year, Semester
- University
- College (Arabic)
- College (English), Amount (NIS)
- Rate to USD
- Amount (USD)",0,1,0,0,1,1,1,0,2
Display all stationary cost Click edit button for specific stationary.,1,0,0,0,1,1,0,0,1
System open stationary cost edit page,0,1,0,1,2,1,1,0,2
User can edit stationary information. Click Save button,1,0,0,0,1,1,0,0,1
stationary cost page edits are saved,0,0,1,0,1,0,1,0,1
Display all stationary costs. Click delete button for specific stationary cost.  Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
"Stationary cost has been deleted. Error message shown stationary cost cannot be deleted, because there is data related to it",0,0,1,1,2,1,1,1,3
Open add college category page. Enter college information Name - English Name - Study Years. Click Add button,1,0,0,0,1,1,0,0,1
New college category has been added,0,0,1,0,1,0,1,0,1
Open display colleges categories page,1,0,0,0,1,1,0,0,1
"System shall display colleges categories basic information, Arabic Name
- English Name
- Type
- Study Years""",0,1,0,1,2,1,1,0,2
System open college category edit page,0,1,0,1,2,1,1,0,2
User can edit college category information. Click Save button,1,0,0,0,1,1,0,0,1
College category information changes has been saved.,0,0,1,0,1,0,1,0,1
Click delete button for specific college category. Confirm message is shown.  Click Ok button.,1,0,0,0,1,0,0,0,0
"College category has been deleted. Error message shown college category cannot be deleted, because there is data related to it",0,0,1,1,2,1,1,1,3
"Open add new student page. Enter personal information, famil information, academic information. Attach required files. Click save button",1,0,0,0,1,1,0,0,1
New student page is added,0,0,1,0,1,0,1,0,1
"Open import students page, attach students excel sheet files. Click add button",1,0,0,0,1,1,0,0,1
Students are imported from excel sheet files and saved,0,0,1,0,1,0,1,1,2
"System display added students, the number of added students and total number of students",0,1,0,1,2,1,1,0,2
Open import students page. Click import from selection website button.,1,0,0,0,1,1,0,0,1
Open display students page. Click edit button for specific student.,1,0,0,0,1,1,0,0,1
MIS system display student information,0,1,0,1,2,1,1,0,2
Actor edit the information. Click save button,1,0,0,0,1,1,0,0,1
Student information edited by actor are saved,0,0,1,0,1,0,1,0,1
Open display students page. Click display button for specific student.,1,0,0,0,1,1,0,0,1
Open display students page.,1,0,0,0,1,0,0,0,0
"System shall display student basic information, Academic ID
- Name
- University
- Mobile
- GPA
- Status
- Notes""",0,1,0,1,2,1,1,0,2
Enter keyword in search input to search for students. Click search button,1,0,0,0,1,1,0,0,1
Display all students.,0,1,0,1,2,1,1,0,2
Select students. Click send SMS button. Enter SMS text or Choose SMS template. Click send button,1,0,0,0,1,1,0,0,1
SMS message has been sent to the student,0,1,0,1,2,1,1,1,3
Display specific student information.,0,1,0,1,2,1,1,0,2
Click send SMS button beside mobile or mobile2 or parent mobile,1,0,0,0,1,1,0,0,1
"Open add new financial statement. User enter required data. User select university, academic year, semester.",1,0,0,0,1,1,0,0,1
System saved new financial statement. System add note currency is JOD.,0,0,1,0,1,0,1,1,2
System display USD Ex-Rate based on global API.,0,1,0,1,2,0,0,0,0
User can change USD Ex-Rate.,1,0,0,0,1,1,0,0,1
Modified USD Ex-Rate is saved,0,0,1,0,1,0,1,0,1
User click show students button.,1,0,0,0,1,1,0,0,1
"System shall display all students in the selected university and registered in selected semester. For each student, system shall display Academic ID, Student Name, Hour cost, Hours count, Study Fees, Constant Fees, Service Fees, Previous credit, Student Payments, Student Credit, Total, Edited Total, Total ($)",0,1,0,1,2,1,1,0,2
User add required data.,1,0,0,0,1,1,0,0,1
User can save financial statement and continue editing it.,1,0,0,0,1,1,0,0,1
Financial statement is saved,0,0,1,0,1,0,1,0,1
"User can save each student record while entering data, so more than one user can work on the same financial statement. User click save button after any add or edit.",1,0,0,0,1,1,0,0,1
Financial statement change made by user are saved,0,0,1,0,1,0,1,0,1
User click finish button at the end of adding process so administrator can approve it,1,0,0,0,1,0,0,0,0
New statement is updated with all changes,0,0,1,0,1,0,1,0,1
User can import excel file for the financial statements,1,0,0,0,1,1,0,0,1
System should compare data from the excel sheet with data saved in system and mark conflicts student row with red color,0,0,1,1,2,1,1,1,3
System notify administrator to approve financial statements,0,0,0,1,1,1,0,0,1
Open universities financial statements page.,1,0,0,0,1,1,0,0,1
System shall view all universities financial statements.,0,1,0,1,2,1,1,0,2
User can filter result list based on data viewed (filters),0,0,0,0,0,1,0,0,1
Open universities financial statements page. Click details button for specific financial statement.,1,0,0,0,1,0,0,0,0
System shall Open financial statement details page.,1,0,0,0,1,0,0,0,0
"System shall display students in the university financial statements. For each student, system shall display Academic ID, Student Name, Hour cost, Hours count, Study Fees, Constant Fees, Service Fees, Previous credit, Student Payments, Student Credit, Total, Edited Total, Total ($)",0,1,0,1,2,1,1,0,2
Open university financial statement details page. Click Approve button.,1,0,0,0,1,1,0,0,1
Financial statement has been approved and cannot be deleted.,0,0,1,1,2,1,1,0,2
Display all universities financial statements.,0,1,0,1,2,1,1,0,2
Click edit button for specific financial statement.,0,0,0,0,0,1,0,0,1
"System shall Open financial statement edit page.  System shall view all students in the financial statement university.  For each student, system shall display Academic ID, Student Name, Hour cost, Hours count, Study Fees, Constant Fees, Service Fees, Previous credit, Student Payments, Student Credit, Total, Edited Total, Total ($)",0,1,0,1,2,1,1,0,2
Financial statement changes has been saved,0,0,1,0,1,0,1,0,1
Click delete button for specific financial statement. Confirm message is shown. Click Ok button,0,0,0,0,0,1,0,0,1
Financial statement has been deleted.,0,0,1,0,1,0,1,0,1
Open students’ transportation page.,1,0,0,0,1,1,0,0,1
"System shall display students registered current semester, their region, university region, transportation amount, paid status and attachments. System shall display students count and total transportation amount for the semester.",0,1,0,1,2,1,1,0,2
User can select semester.,1,0,0,0,1,1,0,0,1
System shall display student transportation for selected semester,0,1,0,1,2,1,1,0,2
Open students’ transportation page. Click add button for specific student.,1,0,0,0,1,1,0,0,1
System shall open add transportation page.,0,0,0,1,1,1,0,0,1
System shall display information about transportation amount for student based on transportation matrix. System shall display notes if student have any debit in his account.,0,1,0,1,2,1,1,0,2
User can edit transportation amount. User add payment method. User attach files. User can add notes. Click save button,1,0,0,0,1,1,0,0,1
Transportation changes has been saved,0,0,1,0,1,0,1,0,1
Open students’ stationary cost page.,1,0,0,0,1,1,0,0,1
"System shall display students registered current semester, specialty, college and stationary amount. System shall display students count and total stationary cost for current semester",0,1,0,1,2,1,1,0,2
User can select different semester.,1,0,0,0,1,1,0,0,1
System shall display student stationary for selected semester,0,1,0,1,2,1,1,0,2
Open students’ books and stationery page. Click add button for specific student.,1,0,0,0,1,1,0,0,1
System shall open add books and stationery page. System shall display books and stationery amount for student based on stationery cost from settings. System shall display notes if student have any debit in his account.,0,1,0,1,2,1,1,0,2
User can edit books and stationery amount. User add payment method. User attach files. User can add notes. Click save button,1,0,0,0,1,1,0,0,1
Books and stationery page changes has been saved,0,0,0,0,0,0,1,0,1
Open add new other study requirement page.,1,0,0,0,1,1,0,0,1
Enter required information. User add attachments. User can add notes. Click Add button.,1,0,0,0,1,1,0,0,1
"Student other requirement information, attachments, and notes saved",0,0,1,0,1,0,1,0,1
Open Display student cost page.,1,0,0,0,1,1,0,0,1
System shall display students count and total costs for current semester. System shall display students’ basic information and total cost for each student for the current semester,0,1,0,1,2,1,1,0,2
System shall display information for the selected semester,0,1,0,1,2,1,1,0,2
Open display student costs page. Click edit button for specific student.,1,0,0,0,1,1,0,0,1
System open student cost edit page.,0,1,0,1,2,1,1,0,2
User can edit student cost information. Click Save button.,1,0,0,0,1,1,0,0,1
Open display student costs page. Click details button for specific student.,1,0,0,0,1,1,0,0,1
System open student cost details page,0,0,0,0,0,1,1,0,2
Click delete button for specific cost. Confirm message is shown. Click Ok button.,1,0,0,0,1,0,0,0,0
Cost has been deleted,0,0,1,0,1,0,1,0,1
Open add graduation request page. Enter required data. Click add button.,1,0,0,0,1,1,0,0,1
System save graduation request data information,0,0,1,0,1,0,1,0,1
Open display graduation request page.,1,0,0,0,1,1,0,0,1
System shall display all graduation request,0,1,0,1,2,1,1,0,2
Open display graduation request page. Enter required data. Attach required files. Click on approve button,1,0,0,0,1,1,0,0,1
Open all graduation request page. Click delete button for specific student. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Graduation request has been deleted.,0,0,1,0,1,0,1,0,1
Open add committee meeting page. Enter required data explained in committee meeting. Click add button.,1,0,0,0,1,1,0,0,1
System shall add students request to meeting. System save information and redirect to meeting edit page.,0,0,1,1,2,1,1,0,2
Open display committee meeting page.,1,0,0,0,1,1,0,0,1
"System shall display list of committees meeting basic information. System shall display count of alert, warning, freeze, cancel freeze and dismiss requests.",0,1,0,1,2,1,1,0,2
Open display committee meetings page. Click on details button.,1,0,0,0,1,1,0,0,1
"System open committee meeting details page. System shall display, Meeting details
- Meeting Audience
- Meeting Decisions
- Count of alert, warning, freeze, cancel freeze and dismiss requests
- Meeting Attachments""",0,1,0,1,2,1,1,0,2
Open display all committee meeting page. Click edit button for specific meeting.,1,0,0,0,1,1,0,0,1
System open committee meeting edit page.,0,1,0,1,2,1,1,0,2
"User can edit, Meeting basic information
- Add or delete from meeting audiences"". Click Save button. Click close meeting button.",1,0,0,0,1,1,0,0,1
System show confirm message inform user that meeting cannot be edited after closing it.,0,0,1,1,2,1,1,0,2
Open all committee meetings page. Click delete button for specific meeting. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Meeting has been deleted,0,0,1,0,1,0,1,0,1
Open display semester registration page.,1,0,0,0,1,1,0,0,1
"By default, System shall display information for current semester. System shall display all ungraduated student except who postpone the semester. System shall display information. System shall redirect to student information page when click on student name. System shall display total student count, student registered count and student not registered count.",0,1,0,1,2,1,1,1,3
Open display semester registration page. Click add button.,1,0,0,0,1,1,0,0,1
"System shall open add new semester page. System shall display Student Name, Academic Id, Year and Semester from previous page. System shall display Student Level from DB. System shall display Hour Cost (JOD) from DB.",0,1,0,1,2,1,1,0,2
User enter required data. Click save button,1,0,0,0,1,1,0,0,1
Open display semester registration page. Click on display all button for specific student.,1,0,0,0,1,1,0,0,1
"System shall open all semesters page. System shall display data for all previous registered semesters. System shall display total plan hours for student study, passed hours and remaining hours.",0,1,0,1,2,1,1,1,3
Display all semester registrations. Click delete button for specific registration. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Semester registration has been deleted.,0,0,1,0,1,0,1,0,1
Open add student transference requests page. Enter student name (Input should be auto complete).,1,0,0,0,1,1,0,0,1
"System shall fetch student information from database. System shall display, Name
- University, Branch
- College
- Specialty
- Level
- Phase
- Batch"". System shall display Academic year and semester.  System shall display all previous alerts, transference requests and freeze decisions for student",0,1,0,1,2,1,1,0,2
User add decision date. User can add notes. Attach required files. Click add button,1,0,0,0,1,1,0,0,1
Open student transference requests page.,1,0,0,0,1,1,0,0,1
System shall display student transference,0,1,0,1,2,1,1,0,2
Open student transference requests page. Click details button for specific student transference requests.,1,0,0,0,1,1,0,0,1
"System shall open student transference requests details page. System shall display student name, university, branch, college, specialty, level, phase, batch. System shall display all previous alerts, transference requests and freeze decisions for student. System shall display decision date, notes and attach files",0,1,0,1,2,1,1,0,2
Display all student transference requests. Click approve button for specific student transference requests. Confirm message is shown. Click Ok button.,1,0,0,0,1,1,0,0,1
Scholarship termination has been approved.,0,0,1,0,1,0,1,0,1
Open add student postpone requests page.  Enter student name (Input should be auto complete).,1,0,0,0,1,1,0,0,1
